DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDENDS,STOCK SPLITS,TICKER
2019-07-31,99.41000366210938,99.5,97.22000122070312,97.9800033569336,5662870,0.0,0.0,BOVA11.SA
2019-08-01,98.58000183105469,100.25,98.12000274658203,98.43000030517578,6346650,0.0,0.0,BOVA11.SA
2019-08-02,98.51000213623047,99.41000366210938,97.93000030517578,98.77999877929688,4350500,0.0,0.0,BOVA11.SA
2019-08-05,97.0999984741211,97.36000061035156,95.93000030517578,96.47000122070312,9810050,0.0,0.0,BOVA11.SA
2019-08-06,97.30000305175781,98.44999694824219,97.30000305175781,98.44000244140625,4316730,0.0,0.0,BOVA11.SA
2019-08-07,97.1500015258789,99.05000305175781,96.70999908447266,99.05000305175781,5151370,0.0,0.0,BOVA11.SA
2019-08-08,99.55000305175781,100.5,99.31999969482422,100.36000061035156,8405500,0.0,0.0,BOVA11.SA
2019-08-09,100.0,101.05000305175781,99.70999908447266,100.23999786376953,3063290,0.0,0.0,BOVA11.SA
2019-08-12,99.0,99.0,97.8499984741211,98.16000366210938,6750230,0.0,0.0,BOVA11.SA
2019-08-13,98.12999725341797,100.0,97.6500015258789,99.5199966430664,5021090,0.0,0.0,BOVA11.SA
2019-08-14,98.48999786376953,98.48999786376953,96.30000305175781,96.6500015258789,9200210,0.0,0.0,BOVA11.SA
2019-08-15,97.22000122070312,97.23999786376953,94.51000213623047,95.37999725341797,9932420,0.0,0.0,BOVA11.SA
2019-08-16,96.72000122070312,96.9800033569336,95.41000366210938,96.1500015258789,6125370,0.0,0.0,BOVA11.SA
2019-08-19,96.72000122070312,97.26000213623047,95.2300033569336,95.7699966430664,4908840,0.0,0.0,BOVA11.SA
2019-08-20,95.83000183105469,96.04000091552734,94.23999786376953,95.54000091552734,5675540,0.0,0.0,BOVA11.SA
2019-08-21,96.37000274658203,97.63999938964844,95.80000305175781,97.52999877929688,4271060,0.0,0.0,BOVA11.SA
2019-08-22,97.55000305175781,97.8499984741211,96.3499984741211,96.3499984741211,4478200,0.0,0.0,BOVA11.SA
2019-08-23,95.5999984741211,96.37999725341797,93.41999816894531,94.0199966430664,10614120,0.0,0.0,BOVA11.SA
2019-08-26,94.55000305175781,95.0,92.41999816894531,92.6500015258789,4165080,0.0,0.0,BOVA11.SA
2019-08-27,93.19000244140625,94.3499984741211,92.26000213623047,93.6500015258789,5934710,0.0,0.0,BOVA11.SA
2019-08-28,93.04000091552734,94.76000213623047,92.94999694824219,94.58000183105469,3075390,0.0,0.0,BOVA11.SA
2019-08-29,95.02999877929688,97.0,94.87999725341797,96.86000061035156,5921790,0.0,0.0,BOVA11.SA
2019-08-30,97.52999877929688,97.83000183105469,97.0,97.61000061035156,4619310,0.0,0.0,BOVA11.SA
2019-09-02,97.5199966430664,97.9000015258789,96.76000213623047,96.76000213623047,2844060,0.0,0.0,BOVA11.SA
2019-09-03,96.69000244140625,97.73999786376953,95.66999816894531,95.9000015258789,5865740,0.0,0.0,BOVA11.SA
2019-09-04,97.30000305175781,97.37000274658203,96.66000366210938,97.37000274658203,2698010,0.0,0.0,BOVA11.SA
2019-09-05,98.0199966430664,99.41999816894531,98.0199966430664,98.44000244140625,4245770,0.0,0.0,BOVA11.SA
2019-09-06,99.05999755859375,99.3499984741211,98.62999725341797,99.12999725341797,3412310,0.0,0.0,BOVA11.SA
2019-09-09,99.5,100.4000015258789,98.98999786376953,99.33000183105469,3298700,0.0,0.0,BOVA11.SA
2019-09-10,99.37000274658203,99.77999877929688,98.43000030517578,99.19000244140625,3154680,0.0,0.0,BOVA11.SA
2019-09-11,99.80000305175781,100.30000305175781,99.36000061035156,99.75,3095480,0.0,0.0,BOVA11.SA
2019-09-12,100.30000305175781,100.79000091552734,99.80000305175781,100.36000061035156,3261040,0.0,0.0,BOVA11.SA
2019-09-13,100.79000091552734,100.80999755859375,99.36000061035156,99.58000183105469,5235630,0.0,0.0,BOVA11.SA
2019-09-16,99.87999725341797,100.16999816894531,98.91999816894531,99.80000305175781,4629320,0.0,0.0,BOVA11.SA
2019-09-17,99.4800033569336,100.76000213623047,99.12999725341797,100.76000213623047,2764480,0.0,0.0,BOVA11.SA
2019-09-18,100.55000305175781,100.83999633789062,99.7699966430664,100.62999725341797,3784050,0.0,0.0,BOVA11.SA
2019-09-19,101.44999694824219,102.12000274658203,100.36000061035156,100.44000244140625,3289800,0.0,0.0,BOVA11.SA
2019-09-20,100.6500015258789,101.16000366210938,100.0,100.76000213623047,4142160,0.0,0.0,BOVA11.SA
2019-09-23,100.4800033569336,100.81999969482422,100.18000030517578,100.77999877929688,2435110,0.0,0.0,BOVA11.SA
2019-09-24,100.91000366210938,100.98999786376953,99.62999725341797,100.0,6302320,0.0,0.0,BOVA11.SA
2019-09-25,99.80000305175781,100.55000305175781,99.20999908447266,100.44999694824219,3248450,0.0,0.0,BOVA11.SA
2019-09-26,100.93000030517578,101.44999694824219,100.4800033569336,101.43000030517578,2976760,0.0,0.0,BOVA11.SA
2019-09-27,101.4000015258789,101.73999786376953,100.62000274658203,101.23999786376953,4069100,0.0,0.0,BOVA11.SA
2019-09-30,101.25,101.33999633789062,100.77999877929688,101.01000213623047,3562500,0.0,0.0,BOVA11.SA
2019-10-01,101.0,101.30000305175781,100.0,100.05999755859375,5845310,0.0,0.0,BOVA11.SA
2019-10-02,99.16000366210938,99.23999786376953,97.1500015258789,97.1500015258789,8510310,0.0,0.0,BOVA11.SA
2019-10-03,97.5999984741211,97.80999755859375,96.0999984741211,97.72000122070312,4835000,0.0,0.0,BOVA11.SA
2019-10-04,97.80000305175781,98.80000305175781,97.2699966430664,98.69000244140625,2559040,0.0,0.0,BOVA11.SA
2019-10-07,98.55000305175781,98.66999816894531,96.80000305175781,96.80000305175781,3226020,0.0,0.0,BOVA11.SA
2019-10-08,96.98999786376953,97.5999984741211,96.11000061035156,96.1500015258789,5096280,0.0,0.0,BOVA11.SA
2019-10-09,97.16000366210938,97.83000183105469,96.47000122070312,97.5,3607750,0.0,0.0,BOVA11.SA
2019-10-10,97.80000305175781,98.69999694824219,97.41999816894531,98.08000183105469,1864620,0.0,0.0,BOVA11.SA
2019-10-11,98.86000061035156,100.5999984741211,98.86000061035156,99.97000122070312,5559780,0.0,0.0,BOVA11.SA
2019-10-14,99.6500015258789,100.44999694824219,99.56999969482422,100.3499984741211,2798360,0.0,0.0,BOVA11.SA
2019-10-15,100.33999633789062,101.20999908447266,100.16999816894531,100.58000183105469,4433830,0.0,0.0,BOVA11.SA
2019-10-16,100.55000305175781,101.4800033569336,99.66999816894531,101.4000015258789,4424830,0.0,0.0,BOVA11.SA
2019-10-17,101.31999969482422,102.0,100.88999938964844,101.05000305175781,5182150,0.0,0.0,BOVA11.SA
2019-10-18,101.05999755859375,101.61000061035156,100.6500015258789,100.75,5200300,0.0,0.0,BOVA11.SA
2019-10-21,101.44999694824219,102.0,100.79000091552734,102.0,3570080,0.0,0.0,BOVA11.SA
2019-10-22,102.0,103.44999694824219,101.94999694824219,103.23999786376953,6987630,0.0,0.0,BOVA11.SA
2019-10-23,103.23999786376953,103.98999786376953,103.0199966430664,103.4000015258789,5740380,0.0,0.0,BOVA11.SA
2019-10-24,103.66000366210938,103.80000305175781,102.62000274658203,103.0,5028050,0.0,0.0,BOVA11.SA
2019-10-25,103.30000305175781,104.12999725341797,102.97000122070312,103.37000274658203,6562060,0.0,0.0,BOVA11.SA
2019-10-28,103.37999725341797,104.41999816894531,103.29000091552734,103.94999694824219,4300150,0.0,0.0,BOVA11.SA
2019-10-29,103.9000015258789,104.04000091552734,103.29000091552734,103.5,4060810,0.0,0.0,BOVA11.SA
2019-10-30,103.44999694824219,104.3499984741211,102.55000305175781,104.29000091552734,4396530,0.0,0.0,BOVA11.SA
2019-10-31,103.87000274658203,103.87000274658203,102.36000061035156,103.2300033569336,5383940,0.0,0.0,BOVA11.SA
2019-11-01,103.8499984741211,104.44999694824219,103.62000274658203,104.2699966430664,4154010,0.0,0.0,BOVA11.SA
2019-11-04,104.44999694824219,105.29000091552734,104.3499984741211,104.62999725341797,4609990,0.0,0.0,BOVA11.SA
2019-11-05,104.95999908447266,105.27999877929688,104.19000244140625,104.66999816894531,4664780,0.0,0.0,BOVA11.SA
2019-11-06,104.94999694824219,105.5999984741211,103.23999786376953,104.3499984741211,7805360,0.0,0.0,BOVA11.SA
2019-11-07,104.76000213623047,105.62999725341797,104.52999877929688,105.30999755859375,4598140,0.0,0.0,BOVA11.SA
2019-11-08,104.5,104.9000015258789,103.11000061035156,103.4000015258789,4693780,0.0,0.0,BOVA11.SA
2019-11-11,103.08000183105469,104.33999633789062,102.80999755859375,104.23999786376953,5342860,0.0,0.0,BOVA11.SA
2019-11-12,103.9000015258789,103.9800033569336,102.23999786376953,102.44999694824219,6981450,0.0,0.0,BOVA11.SA
2019-11-13,102.33000183105469,102.81999969482422,101.30999755859375,102.37000274658203,6110390,0.0,0.0,BOVA11.SA
2019-11-14,102.27999877929688,102.80999755859375,101.8499984741211,102.55000305175781,3167590,0.0,0.0,BOVA11.SA
2019-11-18,103.94999694824219,103.94999694824219,102.0,102.0,4149950,0.0,0.0,BOVA11.SA
2019-11-19,102.66999816894531,102.97000122070312,101.43000030517578,101.95999908447266,4799720,0.0,0.0,BOVA11.SA
2019-11-21,102.05000305175781,103.5,102.04000091552734,103.5,3130050,0.0,0.0,BOVA11.SA
2019-11-22,103.56999969482422,104.5999984741211,103.20999908447266,104.5999984741211,6062500,0.0,0.0,BOVA11.SA
2019-11-25,104.79000091552734,104.87000274658203,104.05999755859375,104.25,2800260,0.0,0.0,BOVA11.SA
2019-11-26,104.12999725341797,104.12999725341797,102.45999908447266,103.44000244140625,7627410,0.0,0.0,BOVA11.SA
2019-11-27,103.30000305175781,104.0,102.29000091552734,103.68000030517578,3266080,0.0,0.0,BOVA11.SA
2019-11-28,103.45999908447266,104.37999725341797,103.19999694824219,104.37999725341797,2597560,0.0,0.0,BOVA11.SA
2019-11-29,104.37999725341797,104.69999694824219,103.69999694824219,104.3499984741211,2358810,0.0,0.0,BOVA11.SA
2019-12-02,104.5999984741211,105.25,104.55000305175781,104.80999755859375,4392120,0.0,0.0,BOVA11.SA
2019-12-03,105.1500015258789,105.29000091552734,104.0999984741211,105.0,2966310,0.0,0.0,BOVA11.SA
2019-12-04,105.30000305175781,106.19000244140625,105.0999984741211,106.0999984741211,5532730,0.0,0.0,BOVA11.SA
2019-12-05,106.19999694824219,106.98999786376953,105.87000274658203,106.44000244140625,4201120,0.0,0.0,BOVA11.SA
2019-12-06,106.5,107.31999969482422,106.5,106.93000030517578,3256520,0.0,0.0,BOVA11.SA
2019-12-09,106.95999908447266,107.29000091552734,106.70999908447266,106.7699966430664,3922240,0.0,0.0,BOVA11.SA
2019-12-10,106.63999938964844,107.06999969482422,106.01000213623047,106.58000183105469,4519050,0.0,0.0,BOVA11.SA
2019-12-11,106.81999969482422,107.0,106.4000015258789,106.75,4106850,0.0,0.0,BOVA11.SA
2019-12-12,107.20999908447266,108.27999877929688,107.20999908447266,107.8499984741211,6395020,0.0,0.0,BOVA11.SA
2019-12-13,108.3499984741211,108.68000030517578,107.58999633789062,108.30999755859375,5027740,0.0,0.0,BOVA11.SA
2019-12-16,108.55000305175781,109.01000213623047,107.72000122070312,107.72000122070312,4549820,0.0,0.0,BOVA11.SA
2019-12-17,108.48999786376953,108.55999755859375,107.75,108.41000366210938,5621000,0.0,0.0,BOVA11.SA
2019-12-18,108.3499984741211,110.16000366210938,108.1500015258789,110.16000366210938,5850810,0.0,0.0,BOVA11.SA
2019-12-19,109.9800033569336,110.81999969482422,109.44999694824219,110.81999969482422,4739050,0.0,0.0,BOVA11.SA
2019-12-20,110.81999969482422,110.86000061035156,110.27999877929688,110.83999633789062,4031320,0.0,0.0,BOVA11.SA
2019-12-23,110.80000305175781,111.66999816894531,110.69000244140625,111.66999816894531,6090570,0.0,0.0,BOVA11.SA
2019-12-26,111.61000061035156,112.9800033569336,111.4000015258789,112.80999755859375,4068930,0.0,0.0,BOVA11.SA
2019-12-27,113.0,113.83999633789062,111.7699966430664,112.16999816894531,7706740,0.0,0.0,BOVA11.SA
2019-12-30,112.77999877929688,112.81999969482422,111.2300033569336,111.2300033569336,3279050,0.0,0.0,BOVA11.SA
2020-01-02,112.44999694824219,114.23999786376953,112.12999725341797,114.23999786376953,5684380,0.0,0.0,BOVA11.SA
2020-01-03,112.93000030517578,114.5,112.80000305175781,113.80000305175781,6602450,0.0,0.0,BOVA11.SA
2020-01-06,113.0,113.44999694824219,112.0199966430664,112.58999633789062,6771940,0.0,0.0,BOVA11.SA
2020-01-07,112.9000015258789,112.9000015258789,111.58999633789062,112.23999786376953,6041900,0.0,0.0,BOVA11.SA
2020-01-08,112.6500015258789,113.0999984741211,111.4000015258789,111.94999694824219,6472610,0.0,0.0,BOVA11.SA
2020-01-09,111.94999694824219,112.55000305175781,111.18000030517578,111.66000366210938,5500010,0.0,0.0,BOVA11.SA
2020-01-10,112.4000015258789,112.51000213623047,110.69999694824219,111.27999877929688,6103030,0.0,0.0,BOVA11.SA
2020-01-13,111.5,113.08000183105469,111.5,113.08000183105469,5051680,0.0,0.0,BOVA11.SA
2020-01-14,112.75,113.4000015258789,112.30000305175781,113.31999969482422,4378140,0.0,0.0,BOVA11.SA
2020-01-15,113.0,113.05000305175781,111.9000015258789,112.18000030517578,3710740,0.0,0.0,BOVA11.SA
2020-01-16,112.69999694824219,112.88999938964844,111.62999725341797,112.3499984741211,4737610,0.0,0.0,BOVA11.SA
2020-01-17,112.6500015258789,114.30000305175781,112.63999938964844,114.0999984741211,6314730,0.0,0.0,BOVA11.SA
2020-01-20,113.79000091552734,114.41000366210938,113.5,114.41000366210938,4476830,0.0,0.0,BOVA11.SA
2020-01-21,113.87000274658203,114.19999694824219,112.6500015258789,112.6500015258789,4252520,0.0,0.0,BOVA11.SA
2020-01-22,113.30000305175781,114.0999984741211,113.1500015258789,114.0999984741211,6471590,0.0,0.0,BOVA11.SA
2020-01-23,113.5,115.20999908447266,112.5999984741211,115.20999908447266,5041350,0.0,0.0,BOVA11.SA
2020-01-24,115.20999908447266,115.26000213623047,113.70999908447266,114.0,3877390,0.0,0.0,BOVA11.SA
2020-01-27,111.69999694824219,111.69999694824219,110.19999694824219,110.29000091552734,8060600,0.0,0.0,BOVA11.SA
2020-01-28,111.37999725341797,112.52999877929688,111.0999984741211,112.30000305175781,6187440,0.0,0.0,BOVA11.SA
2020-01-29,112.66000366210938,112.80999755859375,110.86000061035156,110.87999725341797,4915650,0.0,0.0,BOVA11.SA
2020-01-30,109.9800033569336,111.22000122070312,108.66000366210938,111.19000244140625,8214790,0.0,0.0,BOVA11.SA
2020-01-31,109.0,110.20999908447266,108.9000015258789,108.9000015258789,6028890,0.0,0.0,BOVA11.SA
2020-02-03,109.69999694824219,111.11000061035156,109.30000305175781,110.41999816894531,5201070,0.0,0.0,BOVA11.SA
2020-02-04,112.11000061035156,113.0,111.19999694824219,111.20999908447266,4624730,0.0,0.0,BOVA11.SA
2020-02-05,112.76000213623047,113.4000015258789,111.7699966430664,111.7699966430664,5399560,0.0,0.0,BOVA11.SA
2020-02-06,112.5999984741211,113.08000183105469,110.44999694824219,110.94999694824219,8568090,0.0,0.0,BOVA11.SA
2020-02-07,110.12000274658203,110.94999694824219,109.3499984741211,109.3499984741211,5856080,0.0,0.0,BOVA11.SA
2020-02-10,109.30000305175781,109.94999694824219,108.0,108.79000091552734,8601110,0.0,0.0,BOVA11.SA
2020-02-11,109.80000305175781,111.30999755859375,109.38999938964844,111.30000305175781,5563510,0.0,0.0,BOVA11.SA
2020-02-12,112.05000305175781,113.30000305175781,111.31999969482422,112.44999694824219,5121470,0.0,0.0,BOVA11.SA
2020-02-13,111.38999938964844,111.68000030517578,110.5199966430664,110.9000015258789,5415220,0.0,0.0,BOVA11.SA
2020-02-14,111.2300033569336,111.31999969482422,109.9000015258789,110.08000183105469,5081200,0.0,0.0,BOVA11.SA
2020-02-17,110.70999908447266,111.44000244140625,110.43000030517578,110.80000305175781,5174010,0.0,0.0,BOVA11.SA
2020-02-18,110.1500015258789,111.13999938964844,109.30999755859375,111.13999938964844,5605850,0.0,0.0,BOVA11.SA
2020-02-19,111.0,112.19999694824219,110.43000030517578,112.08000183105469,7221480,0.0,0.0,BOVA11.SA
2020-02-20,111.95999908447266,112.19999694824219,110.12000274658203,110.19999694824219,4374160,0.0,0.0,BOVA11.SA
2020-02-21,108.80000305175781,109.5,108.5,109.44999694824219,5453000,0.0,0.0,BOVA11.SA
2020-02-26,104.4000015258789,104.41999816894531,101.1500015258789,101.9000015258789,13641900,0.0,0.0,BOVA11.SA
2020-02-27,100.08000183105469,102.80000305175781,99.19999694824219,99.19999694824219,16404300,0.0,0.0,BOVA11.SA
2020-02-28,98.94000244140625,100.5999984741211,96.26000213623047,100.5999984741211,19480640,0.0,0.0,BOVA11.SA
2020-03-02,100.8499984741211,103.37999725341797,99.9000015258789,102.98999786376953,9062780,0.0,0.0,BOVA11.SA
2020-03-03,102.95999908447266,105.2699966430664,100.5,101.75,14633620,0.0,0.0,BOVA11.SA
2020-03-04,103.98999786376953,103.98999786376953,101.0999984741211,103.0999984741211,8364790,0.0,0.0,BOVA11.SA
2020-03-05,102.0,102.0999984741211,96.7699966430664,98.79000091552734,10128930,0.0,0.0,BOVA11.SA
2020-03-06,94.81999969482422,95.83999633789062,93.31999969482422,94.4000015258789,25135520,0.0,0.0,BOVA11.SA
2020-03-09,88.3499984741211,88.3499984741211,82.69999694824219,82.69999694824219,28728360,0.0,0.0,BOVA11.SA
2020-03-10,86.62000274658203,88.80999755859375,83.93000030517578,88.62999725341797,21591440,0.0,0.0,BOVA11.SA
2020-03-11,85.98999786376953,87.0999984741211,77.4000015258789,82.05999755859375,18988140,0.0,0.0,BOVA11.SA
2020-03-12,70.58999633789062,72.63999938964844,66.30000305175781,70.0999984741211,22828730,0.0,0.0,BOVA11.SA
2020-03-13,79.97000122070312,79.97000122070312,70.0,79.48999786376953,34289940,0.0,0.0,BOVA11.SA
2020-03-16,69.01000213623047,73.69999694824219,68.33999633789062,68.4000015258789,31237700,0.0,0.0,BOVA11.SA
2020-03-17,71.0,74.5,68.11000061035156,71.0,25633030,0.0,0.0,BOVA11.SA
2020-03-18,66.80000305175781,68.0,60.880001068115234,65.01000213623047,37160660,0.0,0.0,BOVA11.SA
2020-03-19,62.900001525878906,67.54000091552734,59.099998474121094,65.0,28313550,0.0,0.0,BOVA11.SA
2020-03-20,68.56999969482422,69.75,63.56999969482422,64.7699966430664,28912530,0.0,0.0,BOVA11.SA
2020-03-23,65.3499984741211,66.30000305175781,59.90999984741211,61.13999938964844,25349860,0.0,0.0,BOVA11.SA
2020-03-24,66.0199966430664,68.9800033569336,65.94999694824219,67.4000015258789,17055640,0.0,0.0,BOVA11.SA
2020-03-25,67.88999938964844,73.9800033569336,66.08999633789062,71.7300033569336,25556950,0.0,0.0,BOVA11.SA
2020-03-26,71.76000213623047,75.95999908447266,71.76000213623047,74.56999969482422,27526870,0.0,0.0,BOVA11.SA
2020-03-27,71.1500015258789,73.04000091552734,70.22000122070312,70.22000122070312,15518420,0.0,0.0,BOVA11.SA
2020-03-30,71.0199966430664,72.4800033569336,70.54000091552734,71.97000122070312,8998080,0.0,0.0,BOVA11.SA
2020-03-31,71.51000213623047,72.76000213623047,69.3499984741211,69.3499984741211,14177570,0.0,0.0,BOVA11.SA
2020-04-01,67.7699966430664,68.9800033569336,67.01000213623047,68.18000030517578,14579010,0.0,0.0,BOVA11.SA
2020-04-02,69.33000183105469,71.30000305175781,68.4800033569336,69.62999725341797,11801180,0.0,0.0,BOVA11.SA
2020-04-03,69.87000274658203,69.87000274658203,65.30000305175781,66.9000015258789,16872000,0.0,0.0,BOVA11.SA
2020-04-06,70.79000091552734,72.55000305175781,70.01000213623047,71.56999969482422,13834440,0.0,0.0,BOVA11.SA
2020-04-07,76.47000122070312,77.0,73.51000213623047,73.51000213623047,14291910,0.0,0.0,BOVA11.SA
2020-04-08,73.70999908447266,76.2300033569336,73.31999969482422,75.7300033569336,11585850,0.0,0.0,BOVA11.SA
2020-04-09,76.27999877929688,77.51000213623047,74.58999633789062,74.87000274658203,19179430,0.0,0.0,BOVA11.SA
2020-04-13,74.5199966430664,75.95999908447266,73.55000305175781,75.95999908447266,13037200,0.0,0.0,BOVA11.SA
2020-04-14,77.44999694824219,78.73999786376953,76.8499984741211,76.8499984741211,10698170,0.0,0.0,BOVA11.SA
2020-04-15,75.19999694824219,77.08999633789062,74.69999694824219,76.05000305175781,11223580,0.0,0.0,BOVA11.SA
2020-04-16,76.94000244140625,77.2300033569336,74.5999984741211,74.93000030517578,11462550,0.0,0.0,BOVA11.SA
2020-04-17,76.45999908447266,76.93000030517578,74.8499984741211,76.0,7119750,0.0,0.0,BOVA11.SA
2020-04-20,74.16000366210938,77.23999786376953,74.12000274658203,75.66000366210938,9135960,0.0,0.0,BOVA11.SA
2020-04-22,76.0,78.25,75.98999786376953,77.69999694824219,11503000,0.0,0.0,BOVA11.SA
2020-04-23,78.36000061035156,78.7300033569336,75.6500015258789,76.6500015258789,12990450,0.0,0.0,BOVA11.SA
2020-04-24,75.4000015258789,75.5,69.0999984741211,72.41000366210938,45849230,0.0,0.0,BOVA11.SA
2020-04-27,74.27999877929688,75.80000305175781,73.5,75.29000091552734,30097830,0.0,0.0,BOVA11.SA
2020-04-28,77.70999908447266,78.48999786376953,77.12999725341797,78.30000305175781,12579600,0.0,0.0,BOVA11.SA
2020-04-29,79.69000244140625,80.55000305175781,79.04000091552734,80.18000030517578,12813290,0.0,0.0,BOVA11.SA
2020-04-30,78.58000183105469,79.05000305175781,77.20999908447266,77.20999908447266,12515780,0.0,0.0,BOVA11.SA
2020-05-04,75.16999816894531,76.30000305175781,74.7699966430664,76.0999984741211,10111650,0.0,0.0,BOVA11.SA
2020-05-05,77.0,78.13999938964844,76.19999694824219,76.54000091552734,11236200,0.0,0.0,BOVA11.SA
2020-05-06,76.81999969482422,77.05999755859375,75.1500015258789,76.19999694824219,6296420,0.0,0.0,BOVA11.SA
2020-05-07,77.08000183105469,77.20999908447266,75.16999816894531,75.4000015258789,12412860,0.0,0.0,BOVA11.SA
2020-05-08,76.94000244140625,77.58000183105469,76.5,77.43000030517578,10911150,0.0,0.0,BOVA11.SA
2020-05-11,76.69999694824219,77.79000091552734,76.02999877929688,76.13999938964844,13427870,0.0,0.0,BOVA11.SA
2020-05-12,76.77999877929688,77.37999725341797,75.0,75.0,14461750,0.0,0.0,BOVA11.SA
2020-05-13,75.69000244140625,76.12999725341797,74.30000305175781,75.1500015258789,15018840,0.0,0.0,BOVA11.SA
2020-05-14,74.23999786376953,76.25,72.8499984741211,76.25,17683140,0.0,0.0,BOVA11.SA
2020-05-15,75.69999694824219,76.66000366210938,74.4800033569336,74.55999755859375,13103190,0.0,0.0,BOVA11.SA
2020-05-18,77.23999786376953,78.48999786376953,76.91000366210938,78.02999877929688,14219290,0.0,0.0,BOVA11.SA
2020-05-19,78.33999633789062,79.18000030517578,77.62000274658203,77.6500015258789,14897670,0.0,0.0,BOVA11.SA
2020-05-20,78.30999755859375,79.2699966430664,77.8499984741211,78.44999694824219,13551380,0.0,0.0,BOVA11.SA
2020-05-21,78.58999633789062,80.30000305175781,78.45999908447266,79.97000122070312,12578810,0.0,0.0,BOVA11.SA
2020-05-22,78.9800033569336,79.94000244140625,78.61000061035156,79.94000244140625,13108470,0.0,0.0,BOVA11.SA
2020-05-25,81.69999694824219,82.7300033569336,81.62999725341797,82.5999984741211,13440220,0.0,0.0,BOVA11.SA
2020-05-26,83.9800033569336,84.13999938964844,82.19000244140625,82.44999694824219,14439170,0.0,0.0,BOVA11.SA
2020-05-27,83.44000244140625,85.0,82.70999908447266,84.68000030517578,9844800,0.0,0.0,BOVA11.SA
2020-05-28,84.2300033569336,84.86000061035156,83.47000122070312,83.6500015258789,12827420,0.0,0.0,BOVA11.SA
2020-05-29,83.58999633789062,84.18000030517578,82.1500015258789,84.1500015258789,12938580,0.0,0.0,BOVA11.SA
2020-06-01,83.5999984741211,85.73999786376953,83.4800033569336,85.33000183105469,7400780,0.0,0.0,BOVA11.SA
2020-06-02,86.0,87.77999877929688,85.98999786376953,87.77999877929688,10279210,0.0,0.0,BOVA11.SA
2020-06-03,89.19999694824219,90.27999877929688,88.87000274658203,89.37000274658203,13177990,0.0,0.0,BOVA11.SA
2020-06-04,89.06999969482422,90.69999694824219,88.8499984741211,90.30999755859375,11939330,0.0,0.0,BOVA11.SA
2020-06-05,93.06999969482422,93.76000213623047,91.05000305175781,91.05000305175781,15475370,0.0,0.0,BOVA11.SA
2020-06-08,92.47000122070312,94.12000274658203,92.0999984741211,93.94999694824219,12583470,0.0,0.0,BOVA11.SA
2020-06-09,92.38999938964844,93.76000213623047,91.93000030517578,92.94999694824219,14753040,0.0,0.0,BOVA11.SA
2020-06-10,93.94999694824219,94.12000274658203,91.05000305175781,91.16999816894531,16071080,0.0,0.0,BOVA11.SA
2020-06-12,88.5199966430664,89.9000015258789,87.37000274658203,89.25,15668630,0.0,0.0,BOVA11.SA
2020-06-15,87.25,89.73999786376953,86.70999908447266,89.06999969482422,18428930,0.0,0.0,BOVA11.SA
